,year,month,day,Ziua_Saptamanii,Ora,Minute,carbune,consum,hidro,hidrocarburi,nuclear,eolian,productie,fotovolt,biomasa,stocare,sold
891,2024,7,27,saturday,5,17,868,5189,1269,1358,1301,907,5762,1,56,0,-572
892,2024,7,26,friday,18,29,935,6718,1712,1260,1303,638,6241,331,59,0,476
893,2024,7,26,friday,8,0,868,6184,1117,1294,1293,1262,6156,246,59,0,27
894,2024,7,25,thursday,16,38,974,6523,1255,1267,1161,164,5391,504,57,0,1132
895,2024,7,25,thursday,6,8,914,5824,1202,1170,796,353,4497,0,51,0,1327
896,2024,7,24,wednesday,19,25,1075,7263,1748,1293,650,124,5042,102,45,0,2221
897,2024,7,24,wednesday,9,38,1072,6929,1353,1256,654,21,5041,637,45,0,1887
898,2024,7,24,wednesday,0,8,1057,6373,1479,1300,645,253,4794,-2,54,0,1578
899,2024,7,23,tuesday,11,38,991,6594,1200,1209,637,406,5622,1117,58,0,972
900,2024,7,23,tuesday,0,55,981,5923,981,1269,657,717,4659,-2,54,0,1264
901,2024,7,22,monday,13,47,931,7100,1432,1209,650,265,5585,1042,52,0,1515
902,2024,7,22,monday,4,17,893,5144,1183,1249,666,154,4194,-1,48,0,950
903,2024,7,21,sunday,17,39,995,5942,1281,1004,668,421,4876,459,45,0,1065
904,2024,7,21,sunday,8,8,921,5335,1377,1269,669,166,4616,163,46,0,719
905,2024,7,20,saturday,22,38,1285,6854,1899,1329,669,319,5551,-1,49,0,1302
906,2024,7,20,saturday,11,56,926,5989,956,1144,652,84,4842,1027,50,0,1147
907,2024,7,20,saturday,2,26,1138,5998,1226,1252,654,1155,5483,-3,53,0,514
908,2024,7,19,friday,15,48,1163,7528,1327,1173,1313,853,6707,823,52,0,820
909,2024,7,19,friday,6,8,1124,6115,1203,1294,1321,1436,6437,4,52,0,-321
910,2024,7,18,thursday,19,47,1283,8348,2149,1310,1291,305,6474,79,55,0,1873
911,2024,7,18,thursday,10,16,1171,7612,1415,1177,1279,212,6088,779,51,0,1524
912,2024,7,18,thursday,0,47,1067,6799,1406,1237,1313,451,5537,5,54,0,1262
913,2024,7,17,wednesday,14,8,903,8089,1740,1157,1279,724,6899,1036,51,0,1190
914,2024,7,17,wednesday,4,38,1091,6008,1235,1221,1322,752,5675,-1,53,0,332
915,2024,7,16,tuesday,18,46,1177,8113,1807,1217,1308,337,6150,249,52,0,1963
916,2024,7,16,tuesday,9,17,1098,7533,1628,1214,1261,252,6175,668,52,0,1358
917,2024,7,15,monday,23,46,1118,7338,1927,1313,1322,47,5782,-1,54,0,1555
918,2024,7,15,monday,14,17,1123,7460,1322,1132,1254,652,6721,1195,53,0,738
919,2024,7,15,monday,4,47,976,5413,1267,1304,1338,181,5121,1,52,0,291
920,2024,7,14,sunday,14,55,930,5834,1131,850,1333,323,5730,1111,49,0,104
921,2024,7,14,sunday,5,20,1049,5422,1312,1211,1330,25,4985,2,52,0,437
922,2024,7,13,saturday,19,26,1056,7636,2034,1205,1332,253,6116,181,51,0,1519
923,2024,7,13,saturday,9,57,967,6083,1231,680,1334,337,5435,831,52,0,647
924,2024,7,13,saturday,0,9,991,6723,1605,1214,1327,179,5371,-1,54,0,1351
925,2024,7,12,friday,12,16,919,7138,1393,1121,1329,255,6246,1172,53,0,891
926,2024,7,12,friday,1,39,982,6260,1458,1257,1327,84,5162,-1,54,0,1097
927,2024,7,11,thursday,11,8,919,7090,1371,1126,1295,673,6433,991,54,0,657
928,2024,7,11,thursday,1,39,880,6082,1632,1210,1336,1105,6215,-1,52,0,-133
929,2024,7,10,wednesday,16,8,899,7327,1947,1099,1294,457,6683,930,53,0,643
930,2024,7,10,wednesday,6,38,954,6089,1491,1179,1330,1169,6229,53,50,0,-140
931,2024,7,9,tuesday,21,8,941,7948,2282,1242,1326,581,6426,0,52,0,1521
932,2024,7,9,tuesday,11,38,774,6561,1218,933,1296,1037,6474,1180,48,0,87
933,2024,7,8,monday,15,16,880,6704,1374,1114,1266,254,6002,1063,48,0,702
934,2024,7,8,monday,4,38,945,5092,1184,1253,1319,54,4800,-2,45,0,292
935,2024,7,7,sunday,19,8,868,6227,1418,845,1311,334,5078,258,42,0,1149
936,2024,7,7,sunday,9,38,728,4699,1058,613,1326,108,4682,804,42,0,16
937,2024,7,6,saturday,23,59,873,5850,1801,822,1321,258,5119,-2,42,0,731
938,2024,7,6,saturday,14,29,732,5059,1099,625,1322,155,5172,1189,47,0,-113
939,2024,7,6,saturday,4,55,830,5317,1583,816,1329,549,5154,-2,47,0,163
940,2024,7,5,friday,19,10,872,6950,2017,1202,1317,381,6044,200,53,0,906
941,2024,7,5,friday,9,38,744,6130,1190,1170,1238,799,5929,731,54,0,200
942,2024,7,5,friday,0,9,840,5922,1760,1276,1315,548,5791,-1,51,0,130
943,2024,7,4,thursday,14,38,760,6111,1517,1156,1277,111,5627,751,52,0,483
944,2024,7,4,thursday,5,8,890,5437,1394,1226,1324,157,5042,-2,50,0,395
945,2024,7,3,wednesday,19,38,784,7158,2052,1196,1311,199,5701,88,51,0,1456
946,2024,7,3,wednesday,9,59,922,6857,1693,1175,1327,68,5552,316,48,0,1304
947,2024,7,3,wednesday,0,29,895,5965,1437,1226,1317,544,5463,-2,45,0,501
948,2024,7,2,tuesday,13,30,928,7217,1610,1168,1319,1165,6851,617,38,0,366
949,2024,7,2,tuesday,3,59,944,5562,1128,1243,1322,1033,5699,-2,29,0,-137
950,2024,7,1,monday,18,29,945,7718,1887,1156,1307,1048,6748,366,36,0,970
951,2024,7,1,monday,9,1,941,6763,1873,831,1339,92,5690,577,35,0,1072
952,2024,6,30,sunday,23,29,927,6102,2597,1239,1331,638,6762,-2,30,0,-660
953,2024,6,30,sunday,13,59,757,4990,1132,912,1283,313,5504,1074,32,0,-514
954,2024,6,30,sunday,4,29,934,5020,1644,1249,1009,398,5263,-2,31,0,-243
955,2024,6,29,saturday,16,8,772,5740,1666,743,724,407,5202,861,30,0,538
956,2024,6,29,saturday,6,38,909,5227,1589,811,677,546,4610,44,32,0,617
957,2024,6,28,friday,21,8,1157,7543,2908,1277,674,298,6350,2,34,0,1193
958,2024,6,28,friday,11,38,958,6289,1637,1129,665,43,5611,1144,34,0,678
959,2024,6,28,friday,1,55,1143,5790,2152,1284,673,24,5308,-2,35,0,482
960,2024,6,27,thursday,16,25,1123,6866,1695,1167,653,633,6058,747,39,0,808
961,2024,6,27,thursday,6,17,1122,5801,1793,1227,676,96,4980,29,37,0,821
962,2024,6,26,wednesday,20,38,1295,7486,2545,1275,676,686,6523,9,37,0,964
963,2024,6,26,wednesday,10,25,1129,6659,1982,1193,632,103,5885,809,37,0,774
964,2024,6,26,wednesday,0,55,1128,5853,2187,1233,676,340,5602,-2,38,0,251
965,2024,6,25,tuesday,15,25,1182,6781,1977,1082,640,277,6003,809,36,0,778
966,2024,6,25,tuesday,5,56,971,5239,1735,1107,680,894,5427,4,36,0,-188
967,2024,6,24,monday,20,25,814,6560,2499,1112,684,332,5513,35,35,0,1047
968,2024,6,24,monday,10,55,760,5067,1417,596,688,380,4806,928,37,0,261
969,2024,6,24,monday,1,25,815,5106,1821,743,686,100,4194,-2,30,0,913
970,2024,6,23,sunday,15,46,755,4858,1437,580,689,407,4729,832,30,0,128
971,2024,6,23,sunday,6,8,787,4746,1628,757,686,126,4024,8,32,0,722
972,2024,6,22,saturday,20,38,822,6965,2676,1100,687,609,5949,23,32,0,1016
973,2024,6,22,saturday,11,9,661,5459,1537,777,689,92,4793,1003,35,0,666
974,2024,6,22,saturday,1,38,829,5818,1939,1128,686,257,4870,-1,32,0,948
975,2024,6,21,friday,16,8,965,6588,1713,1001,671,178,5481,916,37,0,1107
976,2024,6,21,friday,6,38,863,5841,1641,1077,683,834,5174,45,31,0,667
977,2024,6,20,thursday,21,8,1004,7672,2678,1133,676,1612,7138,0,33,0,534
978,2024,6,20,thursday,11,29,906,6613,1780,989,670,280,5672,1015,30,0,940
979,2024,6,20,thursday,1,59,935,5594,1834,1084,683,874,5441,-2,33,0,153
980,2024,6,19,wednesday,16,30,841,6579,1863,970,685,342,5619,886,31,0,961
981,2024,6,19,wednesday,6,0,769,5478,1780,1079,685,72,4427,10,32,0,1051
982,2024,6,18,tuesday,20,29,906,7562,2863,1138,669,149,5783,24,34,0,1779
983,2024,6,18,tuesday,10,55,859,6084,1688,1027,663,81,5304,951,35,0,780
984,2024,6,18,tuesday,1,25,892,5616,2085,1132,675,166,4982,-2,33,0,634
985,2024,6,17,monday,15,55,914,6217,1737,1002,655,157,5451,948,39,0,766
986,2024,6,17,monday,6,25,853,5309,1899,1106,689,140,4742,23,33,0,567
987,2024,6,16,sunday,20,38,898,5980,2751,852,689,20,5265,18,36,0,715
988,2024,6,16,sunday,10,59,713,4063,1419,221,690,128,4049,837,37,0,14
989,2024,6,16,sunday,1,25,938,5020,2017,312,684,610,4599,-2,36,0,421
990,2024,6,15,saturday,15,55,732,4871,1418,215,687,1217,5180,874,37,0,-309
991,2024,6,15,saturday,6,27,736,4832,1457,261,687,2183,5386,23,39,0,-555
992,2024,6,14,friday,20,55,675,6670,2215,1188,687,1718,6551,14,55,0,119
993,2024,6,14,friday,11,16,745,6102,1780,1109,681,221,5127,535,56,0,975
994,2024,6,14,friday,1,30,746,5411,1463,1159,686,1043,5156,-1,59,0,255
995,2024,6,13,thursday,15,59,860,6254,1697,1099,685,623,5842,823,55,0,411
996,2024,6,13,thursday,6,30,905,5687,1787,1136,684,232,4825,28,53,0,861
997,2024,6,12,wednesday,21,0,961,7391,2531,1199,668,248,5664,1,57,0,1726
998,2024,6,12,wednesday,11,29,741,6134,1575,1073,652,375,5484,1019,48,0,650
999,2024,6,12,wednesday,2,0,872,5554,1644,1134,683,661,5046,-2,53,0,508
1000,2024,6,11,tuesday,16,29,981,6864,2016,1048,658,580,5984,647,53,0,880
1001,2024,6,11,tuesday,7,0,954,6108,1973,1146,685,826,5727,86,54,0,381
1002,2024,6,10,monday,21,29,961,7508,2210,1188,670,1965,7049,-1,54,0,459
1003,2024,6,10,monday,9,29,934,6594,1956,807,679,427,5426,562,56,0,1168
1004,2024,6,9,sunday,19,29,955,5843,2148,1082,685,1015,6062,126,47,0,-219
1005,2024,6,9,sunday,9,59,759,4760,1115,557,688,40,3818,610,49,0,943
1006,2024,6,9,sunday,0,29,936,5438,1998,745,684,187,4596,-2,48,0,841
1007,2024,6,8,saturday,14,59,746,5435,1734,613,683,227,4839,787,48,0,596
1008,2024,6,8,saturday,5,30,922,5056,1639,1142,679,98,4530,-2,50,0,526
1009,2024,6,7,friday,19,59,1027,7064,2508,1012,677,605,5942,62,51,0,1123
1010,2024,6,7,friday,8,38,1001,6331,1930,759,684,-4,4948,524,54,0,1383
1011,2024,6,6,thursday,23,8,1099,6447,2502,1183,671,83,5593,-2,54,0,855
1012,2024,6,6,thursday,13,38,965,5887,1686,875,670,77,5345,1022,50,0,542
1013,2024,6,6,thursday,4,9,955,5154,1637,1147,687,521,5000,-1,53,0,153
1014,2024,6,5,wednesday,18,38,1062,6561,2553,1129,686,108,5902,312,53,0,659
1015,2024,6,5,wednesday,9,8,902,6127,2104,753,686,360,5458,601,51,0,669
1016,2024,6,4,tuesday,23,37,935,5962,2583,1189,679,143,5579,-2,50,0,383
1017,2024,6,4,tuesday,14,8,948,6012,1985,999,677,347,5838,833,48,0,174
1018,2024,6,4,tuesday,4,39,912,5167,1872,1138,680,480,5122,-2,42,0,45
1019,2024,6,3,monday,19,8,955,6765,2442,1047,677,998,6233,75,39,0,532
1020,2024,6,3,monday,8,16,924,6156,2144,762,693,23,4839,251,42,0,1317
1021,2024,6,2,sunday,22,47,754,5579,2055,737,689,1059,5330,-2,37,0,249
1022,2024,6,2,sunday,13,16,735,4095,1114,635,693,731,4784,830,46,0,-689
1023,2024,6,2,sunday,3,46,837,4574,1603,754,692,406,4341,-2,51,0,233
1024,2024,6,1,saturday,18,16,882,5449,1846,687,691,487,5047,406,47,0,402
1025,2024,6,1,saturday,8,30,929,5023,1882,758,694,122,4809,378,46,0,214
1026,2024,5,31,friday,22,56,964,6156,2140,762,694,1147,5757,-2,52,0,399
1027,2024,5,31,friday,13,16,848,5428,1580,699,682,251,5093,986,48,0,334
1028,2024,5,31,friday,3,38,989,5029,1488,756,692,513,4485,-2,49,0,544
1029,2024,5,30,thursday,18,8,816,5929,2151,738,682,326,5178,407,56,0,751
1030,2024,5,30,thursday,5,59,1021,5279,1756,740,684,23,4278,4,50,0,1001
1031,2024,5,29,wednesday,20,30,875,6700,2741,745,683,152,5247,9,42,0,1453
1032,2024,5,29,wednesday,10,55,943,6171,1695,477,667,133,4601,633,45,0,1570
1033,2024,5,29,wednesday,1,17,990,5305,1875,361,684,104,4058,-2,47,0,1247
1034,2024,5,28,tuesday,15,38,782,5717,1345,307,687,260,4186,751,53,0,1530
1035,2024,5,28,tuesday,5,59,988,5244,1551,359,685,303,3937,1,51,0,1307
1036,2024,5,27,monday,20,30,1019,6687,2184,374,686,415,4735,6,52,0,1952
1037,2024,5,27,monday,10,59,980,5847,1481,249,683,1352,5595,796,55,0,252
1038,2024,5,27,monday,1,26,986,4685,1457,277,685,407,3862,-2,52,0,822
1039,2024,5,26,sunday,15,56,628,4004,1067,215,687,600,4259,1011,52,0,-255
1040,2024,5,26,sunday,6,25,690,4440,1505,273,686,730,3958,23,51,0,482
1041,2024,5,25,saturday,20,54,717,6194,2292,298,685,710,4754,0,53,0,1439
1042,2024,5,25,saturday,11,26,631,4837,1503,237,689,1658,5755,985,52,0,-918
1043,2024,5,25,saturday,1,54,937,5194,1696,244,684,962,4576,-1,54,0,618
1044,2024,5,24,friday,16,20,854,5671,1561,290,684,1928,6219,846,55,0,-548
1045,2024,5,24,friday,6,38,884,5561,1598,240,683,1330,4830,41,55,0,731
1046,2024,5,23,thursday,21,9,1059,6960,2266,313,682,177,4553,-2,54,0,2407
1047,2024,5,23,thursday,11,38,923,6293,1722,267,680,178,4380,555,55,0,1914
1048,2024,5,23,thursday,1,59,967,5185,1719,257,684,55,3729,-2,50,0,1456
1049,2024,5,22,wednesday,16,25,859,5689,1166,614,649,434,4482,710,50,0,1207
1050,2024,5,22,wednesday,6,29,978,5551,1532,598,697,283,4153,21,46,0,1398
1051,2024,5,21,tuesday,21,0,993,6776,2208,661,690,566,5170,-1,52,0,1606
1052,2024,5,21,tuesday,11,29,880,5112,1150,621,659,641,5066,1058,57,0,47
1053,2024,5,21,tuesday,1,59,962,5181,1671,586,687,253,4211,-2,53,0,970
1054,2024,5,20,monday,16,30,777,5933,1722,658,662,722,5214,618,54,0,719
1055,2024,5,20,monday,6,59,618,5463,1524,660,691,545,4184,91,55,0,1279
1056,2024,5,19,sunday,21,29,629,6093,2578,700,683,735,5377,-2,52,0,717
1057,2024,5,19,sunday,11,59,663,4487,1749,247,690,355,4465,708,53,0,22
1058,2024,5,19,sunday,2,29,685,4822,1581,288,1361,365,4330,-2,52,0,492
1059,2024,5,18,saturday,16,59,638,5202,1452,244,1362,656,5081,682,47,0,121
1060,2024,5,18,saturday,1,49,675,5281,1920,262,1356,570,4829,-2,48,0,452
1061,2024,5,17,friday,8,38,896,6656,2115,666,1365,430,5792,271,49,0,864
1062,2024,5,16,thursday,16,29,748,5613,1700,645,1318,268,5545,816,49,0,68
1063,2024,5,16,thursday,6,59,748,5768,1603,657,1363,356,4841,66,48,0,927
1064,2024,5,15,wednesday,21,29,930,7219,2657,713,1353,349,6047,-1,43,0,1172
1065,2024,5,15,wednesday,12,1,721,5472,1275,581,1318,248,5238,1051,44,0,234
1066,2024,5,15,wednesday,2,29,663,5337,1476,702,1366,622,4873,-2,47,0,463
1067,2024,5,14,tuesday,16,56,608,5710,1868,635,1303,628,5772,678,46,0,-62
1068,2024,5,14,tuesday,7,26,599,6080,1907,644,1367,777,5481,139,49,0,599
1069,2024,5,13,monday,21,55,638,6971,2824,675,1358,219,5760,-1,48,0,1211
1070,2024,5,13,monday,12,8,570,5402,1653,215,1322,724,5483,943,55,0,-81
1071,2024,5,13,monday,2,18,647,4695,1526,228,1360,232,4046,-2,55,0,649
1072,2024,5,12,sunday,10,59,575,4553,1279,198,1357,294,4395,633,56,0,157
1073,2024,5,12,sunday,1,25,682,4910,1573,256,1359,724,4651,-2,57,0,259
1074,2024,5,11,saturday,15,46,614,5084,2027,211,1354,176,5243,807,54,0,-159
1075,2024,5,11,saturday,6,9,673,4913,2198,295,1359,321,4905,2,57,0,9
1076,2024,5,10,friday,20,38,641,6633,2562,514,1349,266,5385,0,53,0,1248
1077,2024,5,10,friday,10,25,414,5352,1228,229,1290,1024,5072,830,58,0,280
1078,2024,5,10,friday,0,55,539,5459,2427,295,1350,317,4977,-2,52,0,482
1079,2024,5,9,thursday,8,30,659,6684,2358,291,1350,740,5545,92,54,0,1138
1080,2024,5,8,wednesday,23,0,623,6017,2225,443,1342,323,5003,-2,48,0,1014
1081,2024,5,8,wednesday,13,29,655,6290,1928,458,1345,716,5672,512,53,0,617
1082,2024,5,8,wednesday,3,59,642,4970,1533,396,1328,801,4752,-2,49,0,217
1083,2024,5,7,tuesday,14,41,506,5211,1587,383,975,480,4770,795,42,0,441
1084,2024,5,7,tuesday,5,7,436,4183,1310,375,941,871,3970,-2,40,0,213
1085,2024,5,6,monday,19,29,495,4614,2379,391,667,1229,5294,91,41,0,-679
1086,2024,5,6,monday,9,59,415,3427,1178,370,668,555,3997,767,44,0,-570
1087,2024,5,6,monday,0,24,446,4261,1376,368,661,1534,4426,-2,45,0,-165
1088,2024,5,5,sunday,14,55,427,2953,682,346,660,95,3190,937,38,0,-238
1089,2024,5,5,sunday,5,8,503,4068,1463,426,662,107,3202,-2,44,0,866
1090,2024,5,4,saturday,19,38,503,5484,2430,395,664,1522,5613,51,46,0,-129
1091,2024,5,4,saturday,10,8,488,4764,2226,432,671,964,5460,631,44,0,-696
1092,2024,5,4,saturday,0,38,511,4781,2586,443,668,134,4383,-2,44,0,398
1093,2024,5,3,friday,15,8,500,4749,1808,392,670,445,4292,433,44,0,457
1094,2024,5,3,friday,5,39,511,4540,1719,391,668,336,3670,-3,48,0,870
1095,2024,5,2,thursday,19,56,531,5986,2842,395,660,147,4629,11,38,0,1357
1096,2024,5,2,thursday,10,8,449,5125,1783,388,629,795,4619,527,48,0,507
1097,2024,5,2,thursday,0,38,672,4969,2321,386,673,630,4726,-2,47,0,243
1098,2024,5,1,wednesday,14,59,410,4682,1306,357,672,845,4354,719,44,0,328
1099,2024,5,1,wednesday,5,29,553,4894,2100,414,675,1805,5591,-2,47,0,-697
1100,2024,4,30,tuesday,19,59,671,6396,2842,447,1339,1303,6678,23,53,0,-282
1101,2024,4,30,tuesday,10,29,641,6158,3068,425,1315,1768,7856,586,52,0,-1697
1102,2024,4,30,tuesday,1,0,632,5274,2114,444,1361,1348,5949,-2,52,0,-675
1103,2024,4,29,monday,15,29,598,5368,1508,393,1330,1804,6590,902,55,0,-1222
1104,2024,4,29,monday,5,59,621,4942,1861,384,1387,1462,5761,-2,48,0,-819
1105,2024,4,28,sunday,20,29,642,5680,2390,394,1385,117,4980,-1,53,0,700
1106,2024,4,28,sunday,10,59,466,3753,1063,348,1386,648,4932,972,48,0,-1179
1107,2024,4,28,sunday,1,29,653,4953,1857,433,1383,141,4517,-2,52,0,436
1108,2024,4,27,saturday,15,59,496,4895,1398,350,1372,80,4567,819,52,0,328
1109,2024,4,27,saturday,6,30,648,5150,1786,451,1380,20,4340,4,52,0,810
1110,2024,4,26,friday,20,59,653,7319,2689,429,1361,49,5232,0,52,0,2087
1111,2024,4,26,friday,11,29,753,6015,2019,438,1358,468,6079,991,52,0,-64
1112,2024,4,26,friday,1,59,698,5523,1561,383,1371,1212,5277,-2,54,0,245
1113,2024,4,25,thursday,16,29,691,6574,1936,397,1356,499,5265,332,54,0,1309
1114,2024,4,25,thursday,7,0,732,6149,1951,392,1393,199,4735,13,55,0,1414
1115,2024,4,24,wednesday,21,29,763,7337,2429,455,1369,632,5704,-1,56,0,1633
1116,2024,4,24,wednesday,12,0,835,6439,1717,403,1357,623,5718,724,56,0,721
1117,2024,4,24,wednesday,2,29,744,5477,1694,454,1391,1785,6123,-1,56,0,-645
1118,2024,4,23,tuesday,16,59,796,6978,3090,456,1389,1045,6996,163,58,0,-18
1119,2024,4,23,tuesday,7,29,817,6803,2537,476,1391,296,5631,55,55,0,1172
1120,2024,4,22,monday,22,0,705,7156,2782,482,1358,60,5444,-1,58,0,1713
1121,2024,4,22,monday,12,30,676,6968,3293,459,1364,184,6452,419,56,0,516
1122,2024,4,22,monday,2,59,673,4754,2168,466,1379,789,5526,-1,53,0,-772
1123,2024,4,21,sunday,17,29,743,4894,1255,383,1379,557,4794,417,60,0,100
1124,2024,4,21,sunday,7,59,738,4790,1852,417,1376,877,5492,169,63,0,-702
1125,2024,4,20,saturday,22,29,597,6255,2080,415,1383,2096,6631,-2,62,0,-376
1126,2024,4,20,saturday,12,59,691,5040,1733,397,1386,1424,6623,943,49,0,-1583
1127,2024,4,20,saturday,3,29,745,5201,2007,425,1376,197,4799,-2,51,0,402
1128,2024,4,19,friday,17,59,735,6115,2408,417,1359,149,5503,389,45,0,612
1129,2024,4,19,friday,8,29,807,6574,2258,475,1374,167,5478,362,53,0,1096
1130,2024,4,18,thursday,22,59,619,6312,2294,429,1366,1059,5817,-2,52,0,494
1131,2024,4,18,thursday,13,30,586,6463,1820,426,1357,1289,6130,602,52,0,333
1132,2024,4,18,thursday,3,59,763,5186,2044,464,1376,491,5186,-2,50,0,0
1133,2024,4,17,wednesday,18,29,696,6730,2421,445,1370,1694,6742,60,55,0,-12
1134,2024,4,17,wednesday,8,59,802,6792,2960,474,1384,320,6216,222,54,0,576
1135,2024,4,16,tuesday,23,30,583,5953,2354,424,1389,1865,6637,-2,52,0,-684
1136,2024,4,16,tuesday,13,59,712,5806,1941,422,1361,1330,6699,879,53,0,-893
1137,2024,4,16,tuesday,4,30,718,5116,1569,416,1369,862,4984,0,51,0,132
1138,2024,4,15,monday,18,59,772,6507,3267,464,1360,1145,7225,163,53,0,-719
1139,2024,4,15,monday,9,29,664,6337,2393,425,1346,56,5552,611,56,0,786
1140,2024,4,14,sunday,23,59,468,5122,1950,393,1380,1618,5856,-2,48,0,-734
1141,2024,4,14,sunday,14,30,374,3943,728,324,1385,170,3987,955,51,0,-44
1142,2024,4,14,sunday,4,59,436,4524,1312,370,1386,162,3712,-3,50,0,812
1143,2024,4,13,saturday,19,30,581,5944,2192,366,1382,40,4644,35,48,0,1299
1144,2024,4,13,saturday,9,59,477,5065,1829,381,1385,73,4895,703,48,0,170
1145,2024,4,13,saturday,0,29,675,5429,2026,417,1392,627,5195,-2,59,0,234
1146,2024,4,12,friday,14,59,470,5273,1250,372,1318,987,5449,994,59,0,-176
1147,2024,4,12,friday,5,29,671,5463,1895,519,1392,1463,5998,-2,59,0,-534
1148,2024,4,11,thursday,20,0,688,6769,2773,550,1367,556,6007,8,59,0,762
1149,2024,4,11,thursday,9,31,503,6052,2130,466,1296,1251,6357,660,58,0,-305
1150,2024,4,10,wednesday,23,55,645,5568,2410,493,1386,56,5042,-2,55,0,526
1151,2024,4,10,wednesday,14,27,473,5222,1604,421,1372,318,5424,1173,62,0,-203
1152,2024,4,10,wednesday,4,47,569,5184,1804,477,1378,115,4401,-2,61,0,784
1153,2024,4,9,tuesday,19,16,473,6328,2490,462,1372,352,5263,53,61,0,1066
1154,2024,4,9,tuesday,9,38,504,6123,2161,484,1353,112,5367,688,66,0,757
1155,2024,4,9,tuesday,0,8,511,5510,2158,496,1363,245,4839,-2,61,0,670
1156,2024,4,8,monday,14,38,480,5114,1569,436,1293,15,4887,1028,66,0,226
1157,2024,4,8,monday,4,46,643,4740,1968,501,1386,95,4653,-2,62,0,87
1158,2024,4,7,sunday,18,56,607,5225,1598,494,1387,104,4364,112,61,0,861
1159,2024,4,7,sunday,9,8,514,4551,1321,449,1387,647,4801,420,64,0,-250
1160,2024,4,6,saturday,21,58,569,6347,2419,500,1392,1166,6108,-1,63,0,239
1161,2024,4,6,saturday,7,38,609,5418,2377,496,1381,18,4992,47,64,0,425
1162,2024,4,5,friday,12,59,517,5527,1793,480,1298,52,5173,975,58,0,353
1163,2024,4,5,friday,2,16,563,5249,1840,545,1374,324,4702,-2,58,0,546
1164,2024,4,4,thursday,16,46,633,6015,2203,570,1307,151,5392,469,60,0,623
1165,2024,4,4,thursday,6,38,618,5939,2368,570,1389,116,5123,-2,64,0,817
1166,2024,4,3,wednesday,21,8,629,7189,2714,579,1381,1017,6385,-1,66,0,804
1167,2024,4,3,wednesday,11,29,517,5444,1853,546,1347,497,5819,997,63,0,-375
1168,2024,4,3,wednesday,1,59,600,5152,2011,588,1397,628,5287,-1,63,0,-135
1169,2024,4,2,tuesday,16,29,491,5574,1270,538,1391,1775,6222,688,68,0,-648
1170,2024,4,2,tuesday,6,38,539,5592,1926,555,1394,657,5138,-1,67,0,453
1171,2024,4,1,monday,21,8,629,6929,2462,592,1368,949,6064,-1,64,0,864
1172,2024,4,1,monday,11,38,519,5443,1688,530,1360,192,5204,851,64,0,239
1173,2024,4,1,monday,2,8,558,4624,1658,624,1393,794,5086,-2,61,0,-462
1174,2024,3,31,sunday,10,8,459,4526,1153,982,1389,114,4740,579,65,0,-214
1175,2024,3,30,saturday,23,38,507,5390,1903,1082,1393,1706,6655,0,64,0,-1265
1176,2024,3,30,saturday,13,17,439,4682,1034,1007,1396,1527,6557,1088,66,0,-1875
1177,2024,3,30,saturday,1,29,452,5301,1702,1160,1386,382,5145,-2,65,0,155
1178,2024,3,29,friday,13,26,539,5288,1276,1009,1369,1204,6590,1126,68,0,-1302
1179,2024,3,29,friday,3,55,631,5351,1513,1155,1386,1000,5748,-2,66,0,-397
1180,2024,3,28,thursday,18,25,645,6888,2252,1452,1364,1666,7471,21,70,0,-583
1181,2024,3,28,thursday,8,57,634,7273,2472,1366,1386,1694,7795,174,69,0,-522
1182,2024,3,27,wednesday,23,26,649,6156,2203,1655,1378,1988,7943,-2,69,0,-1786
1183,2024,3,27,wednesday,13,56,533,6132,1420,1251,1343,2316,7789,855,70,0,-1657
1184,2024,3,27,wednesday,4,26,627,5449,1697,1549,1388,1569,6894,-1,66,0,-1445
1185,2024,3,26,tuesday,18,56,658,7401,2425,1664,1386,249,6465,-1,68,0,936
1186,2024,3,26,tuesday,9,25,558,6534,2050,1302,1384,859,7083,860,70,0,-549
1187,2024,3,25,monday,23,56,615,6004,2113,1666,1370,2152,7982,-1,67,0,-1978
1188,2024,3,25,monday,14,25,515,6243,1224,1463,1332,2536,7958,820,68,0,-1715
1189,2024,3,25,monday,4,55,631,5107,1672,1655,1394,1393,6809,-2,66,0,-1703
1190,2024,3,24,sunday,19,17,633,6578,2719,1232,1398,867,6914,-2,67,0,-336
1191,2024,3,24,sunday,9,46,545,4974,862,1080,1398,632,5158,575,67,0,-185
1192,2024,3,24,sunday,0,17,625,5365,1477,1174,1402,1884,6625,-2,67,0,-1261
1193,2024,3,23,saturday,14,46,668,4938,1083,1037,1400,346,5474,871,65,0,-537
1194,2024,3,23,saturday,5,16,758,5575,1733,1265,1384,164,5370,-1,67,0,205
1195,2024,3,22,friday,19,47,886,7704,3154,1675,1377,31,7185,-1,61,0,519
1196,2024,3,22,friday,10,17,798,6636,2099,1294,1329,344,6722,792,66,0,-86
1197,2024,3,22,friday,0,47,857,5925,1802,1697,1380,412,6206,-2,59,0,-281
1198,2024,3,21,thursday,15,16,766,6321,1806,1390,1334,798,7032,868,69,0,-710
1199,2024,3,21,thursday,5,46,878,5984,2176,1653,1400,466,6637,-1,65,0,-654
1200,2024,3,20,wednesday,20,17,861,7822,2870,1686,1384,578,7446,-1,67,0,377
