,year,month,day,Ziua_Saptamanii,Ora,Minute,carbune,consum,hidro,hidrocarburi,nuclear,eolian,productie,fotovolt,biomasa,stocare,sold
1201,2024,3,20,wednesday,10,47,649,6498,1327,1593,1394,1364,7301,902,66,0,-803
1202,2024,3,20,wednesday,1,16,727,5756,1999,1618,1397,767,6571,-1,64,0,-815
1203,2024,3,19,tuesday,15,46,858,6958,2361,1677,1383,281,7007,381,66,0,-49
1204,2024,3,19,tuesday,6,17,816,6307,1961,1578,1394,613,6425,-1,66,0,-119
1205,2024,3,18,monday,19,29,776,7835,2722,1686,1368,194,6815,-1,67,0,1020
1206,2024,3,18,monday,9,59,672,7061,2245,1649,1313,355,6855,556,66,0,205
1207,2024,3,18,monday,0,29,738,5258,1703,1213,1398,877,5996,-1,68,0,-738
1208,2024,3,17,sunday,14,59,671,4851,1899,1164,1397,534,6357,635,58,0,-1506
1209,2024,3,17,sunday,5,29,735,5273,1781,1219,1394,121,5311,2,58,0,-38
1210,2024,3,16,saturday,19,59,847,7215,2723,1671,1394,63,6757,-1,59,0,458
1211,2024,3,16,saturday,10,29,656,5873,1991,1569,1395,41,6473,764,58,0,-600
1212,2024,3,16,saturday,0,59,720,5825,1849,1695,1384,81,5785,-1,58,0,40
1213,2024,3,15,friday,15,29,782,6915,2411,1629,1360,362,6897,294,59,0,18
1214,2024,3,15,friday,5,59,797,6128,2115,1678,1400,367,6415,-1,58,0,-287
1215,2024,3,14,thursday,20,29,952,7740,2698,1711,1369,590,7378,-1,59,0,363
1216,2024,3,14,thursday,10,59,777,7437,2133,1603,1348,805,7062,339,57,0,375
1217,2024,3,14,thursday,1,29,793,5849,1623,1615,1386,864,6336,-1,58,0,-488
1218,2024,3,13,wednesday,15,59,811,7366,2118,1694,1345,356,6510,129,56,0,856
1219,2024,3,13,wednesday,6,29,771,6358,1572,1640,1389,93,5512,-1,48,0,846
1220,2024,3,12,tuesday,21,0,814,7449,2570,1719,1385,676,7212,-1,49,0,237
1221,2024,3,12,tuesday,11,29,809,7660,2238,1580,1382,2427,8686,200,50,0,-1025
1222,2024,3,12,tuesday,1,59,810,5637,1191,1587,1371,2346,7351,-1,47,0,-1714
1223,2024,3,11,monday,16,29,877,7292,2071,1323,1322,2641,8377,102,41,0,-1084
1224,2024,3,11,monday,6,59,758,6422,1931,1288,1394,1411,6819,8,29,0,-396
1225,2024,3,10,sunday,21,29,723,6412,1980,1258,1400,1758,7146,-1,29,0,-734
1226,2024,3,10,sunday,12,0,662,4790,1357,1217,1403,578,5987,741,29,0,-1197
1227,2024,3,10,sunday,2,30,753,5198,1380,1239,1399,388,5186,-2,29,0,12
1228,2024,3,9,saturday,16,59,695,6112,1767,1253,1401,75,5496,269,36,0,616
1229,2024,3,9,saturday,7,29,749,6024,1839,1266,1399,123,5460,49,37,0,564
1230,2024,3,8,friday,21,59,736,7148,2553,1697,1380,42,6444,-1,38,0,704
1231,2024,3,8,friday,12,30,745,7222,2183,1694,1358,392,6841,426,37,0,380
1232,2024,3,8,friday,2,59,748,5693,1498,1653,1400,598,5935,0,38,0,-242
1233,2024,3,7,thursday,17,29,761,7457,2397,1725,1335,374,6684,27,58,0,774
1234,2024,3,7,thursday,7,59,683,7451,2379,1686,1380,786,7048,74,61,0,403
1235,2024,3,6,wednesday,22,29,757,6768,2361,1683,1374,116,6347,-1,57,0,421
1236,2024,3,6,wednesday,13,0,738,7005,1910,1651,1374,227,6315,361,54,0,690
1237,2024,3,6,wednesday,2,29,758,5595,1556,1628,1381,322,5697,-1,53,0,-102
1238,2024,3,5,tuesday,16,59,653,6826,2350,1638,1369,610,6880,204,57,0,-53
1239,2024,3,5,tuesday,7,29,675,7023,2158,1660,1384,1077,7026,16,56,0,-3
1240,2024,3,4,monday,22,0,711,6942,2415,1721,1366,991,7249,-1,46,0,-308
1241,2024,3,4,monday,12,30,537,5881,1804,1583,1313,276,6555,986,55,0,-674
1242,2024,3,4,monday,2,59,601,5035,1540,1644,1383,171,5390,-2,53,0,-355
1243,2024,3,3,sunday,16,38,553,5419,1578,1190,1384,47,5023,212,53,0,396
1244,2024,3,3,sunday,7,8,643,5238,1958,1190,1382,74,5300,1,53,0,-62
1245,2024,3,2,saturday,21,37,557,6657,2006,1206,1379,811,6012,-1,54,0,645
1246,2024,3,2,saturday,12,8,561,6060,1747,1190,1324,557,5895,461,52,0,165
1247,2024,3,2,saturday,2,38,565,5441,1212,1197,1384,1476,5889,-2,56,0,-448
1248,2024,3,1,friday,17,8,563,6997,1821,1634,1361,1741,7219,40,60,0,-221
1249,2024,3,1,friday,7,38,643,6957,2113,1645,1385,1210,7058,4,59,0,-101
1250,2024,2,29,thursday,22,8,905,6886,2520,1687,1380,965,7510,-1,54,0,-624
1251,2024,2,29,thursday,12,38,902,7213,2726,1701,1383,343,7389,278,56,0,-176
1252,2024,2,29,thursday,3,8,887,5354,1599,1670,1398,404,6011,-2,55,0,-657
1253,2024,2,28,wednesday,17,29,748,6855,2184,1661,1398,391,6508,71,55,0,347
1254,2024,2,28,wednesday,7,59,888,7084,2386,1671,1394,171,6673,104,59,0,411
1255,2024,2,27,tuesday,22,29,741,6482,2406,1596,1387,545,6731,-1,57,0,-250
1256,2024,2,27,tuesday,12,59,755,5930,1966,1282,1315,87,6419,954,54,0,-489
1257,2024,2,27,tuesday,3,29,885,5462,1484,1673,1392,187,5678,-1,56,0,-216
1258,2024,2,26,monday,18,0,879,7125,2347,1651,1344,1505,7782,2,54,0,-657
1259,2024,2,26,monday,8,29,759,7180,2403,1659,1397,1235,7616,105,57,0,-436
1260,2024,2,25,sunday,22,59,719,5610,1869,1659,1398,1759,7455,-1,53,0,-1845
1261,2024,2,25,sunday,13,29,880,5295,1757,1636,1404,561,6672,380,53,0,-1377
1262,2024,2,25,sunday,3,59,880,4920,1471,1653,1390,650,6098,-1,54,0,-1178
1263,2024,2,24,saturday,18,29,838,6935,2351,1645,1393,944,7223,0,53,0,-288
1264,2024,2,24,saturday,8,59,878,6172,2318,1685,1391,435,7052,291,53,0,-880
1265,2024,2,23,friday,23,30,884,6063,2216,1675,1392,928,7145,-1,52,0,-1082
1266,2024,2,23,friday,14,0,886,6566,2092,1658,1396,412,7166,666,57,0,-600
1267,2024,2,23,friday,4,29,792,5531,1483,1609,1385,1527,6850,-1,56,0,-1319
1268,2024,2,22,thursday,18,59,872,7815,2513,1725,1358,1403,7927,-1,55,0,-111
1269,2024,2,22,thursday,9,29,768,7370,2178,1720,1353,125,6684,484,55,0,686
1270,2024,2,21,wednesday,23,59,849,6097,2195,1718,1382,156,6353,-1,55,0,-256
1271,2024,2,21,wednesday,14,29,775,6866,2216,1678,1370,43,6545,407,55,0,320
1272,2024,2,21,wednesday,4,59,852,5724,1608,1695,1375,240,5826,-2,57,0,-102
1273,2024,2,20,tuesday,19,29,751,7984,2782,1731,1366,734,7423,-1,58,0,561
1274,2024,2,20,tuesday,9,59,731,7516,2508,1683,1332,250,6977,413,59,0,540
1275,2024,2,20,tuesday,0,29,877,5895,1960,1641,1358,278,6165,-2,53,0,-270
1276,2024,2,19,monday,14,59,864,6925,2098,1534,1303,16,6391,522,55,0,534
1277,2024,2,19,monday,5,29,740,5540,1751,1517,1377,561,6001,-2,56,0,-461
1278,2024,2,18,sunday,20,0,841,6781,2625,1552,1396,950,7408,-1,57,0,-627
1279,2024,2,18,sunday,10,29,853,5699,2423,1452,1401,151,6640,309,50,0,-940
1280,2024,2,17,saturday,14,30,856,5990,2396,1499,1398,12,6674,457,55,0,-684
1281,2024,2,17,saturday,4,59,736,5384,2146,1496,1396,209,6036,-2,55,0,-652
1282,2024,2,16,friday,19,29,748,7702,2901,1523,1385,719,7334,-1,59,0,368
1283,2024,2,16,friday,9,59,757,7246,2211,1503,1350,1058,7469,531,59,0,-223
1284,2024,2,16,friday,0,29,765,5961,2145,1525,1379,1746,7613,-1,55,0,-1652
1285,2024,2,15,thursday,14,59,818,6478,2357,1455,1355,1621,8354,693,55,0,-1876
1286,2024,2,15,thursday,5,29,833,5946,2227,1445,1389,2557,8509,-1,59,0,-2563
1287,2024,2,14,wednesday,19,59,734,7766,2720,1509,1370,2563,8954,-1,59,0,-1188
1288,2024,2,14,wednesday,10,29,790,7393,2239,1479,1250,1974,8119,328,59,0,-726
1289,2024,2,14,wednesday,0,59,838,5609,1758,1488,1384,1288,6811,-1,56,0,-1202
1290,2024,2,13,tuesday,9,7,743,7531,2276,1478,1368,308,6343,112,58,0,1188
1291,2024,2,12,monday,23,29,858,5972,2432,1474,1367,1031,7215,-1,55,0,-1243
1292,2024,2,12,monday,14,0,854,7263,2287,1477,1359,2485,8746,226,56,0,-1483
1293,2024,2,12,monday,4,29,741,4908,1556,1482,1393,2160,7381,-2,50,0,-2473
1294,2024,2,11,sunday,18,59,910,6532,2389,1483,1393,1827,8055,-1,54,0,-1523
1295,2024,2,11,sunday,9,29,742,5460,2029,1472,1390,1628,7483,169,53,0,-2023
1296,2024,2,10,saturday,23,59,739,5437,2068,1497,1393,1263,7012,-1,53,0,-1574
1297,2024,2,10,saturday,14,29,731,5916,2076,1472,1389,663,6659,273,55,0,-743
1298,2024,2,10,saturday,4,59,753,5324,1785,1503,1392,827,6312,-1,55,0,-988
1299,2024,2,9,friday,19,29,720,7603,2307,1502,1380,1891,7858,-1,58,0,-254
1300,2024,2,9,friday,9,59,848,7273,2156,1516,1336,1229,7501,358,56,0,-228
1301,2024,2,9,friday,0,29,815,5749,1638,1527,1386,1615,7036,-1,56,0,-1288
1302,2024,2,8,thursday,14,59,701,6567,2088,1498,1280,1824,7908,457,60,0,-1341
1303,2024,2,8,thursday,5,29,750,5729,2015,1513,1392,1252,6978,-1,57,0,-1250
1304,2024,2,7,wednesday,19,59,725,7739,2331,1520,1386,2570,8590,-1,59,0,-851
1305,2024,2,7,wednesday,10,29,746,7017,1877,1493,1344,1658,7805,633,55,0,-788
1306,2024,2,7,wednesday,0,59,905,5627,1549,1553,1396,1584,7044,-1,58,0,-1416
1307,2024,2,6,tuesday,15,30,782,6564,1712,1511,1385,1958,7951,546,57,0,-1387
1308,2024,2,6,tuesday,6,0,966,6056,1608,1522,1398,1800,7349,-1,56,0,-1293
1309,2024,2,5,monday,20,29,804,7657,2286,1624,1369,2132,8273,-1,59,0,-616
1310,2024,2,5,monday,11,0,904,7428,1972,1580,1355,2163,8561,529,58,0,-1133
1311,2024,2,5,monday,1,29,805,5314,1173,1583,1408,2135,7157,-1,54,0,-1843
1312,2024,2,4,sunday,15,59,801,5721,1312,1025,1397,1563,6402,247,57,0,-681
1313,2024,2,4,sunday,6,30,804,5512,1152,1206,1401,1492,6115,-1,57,0,-603
1314,2024,2,3,saturday,21,0,933,7169,2334,1640,1395,1606,7973,-1,65,0,-804
1315,2024,2,3,saturday,11,29,787,6925,1935,1556,1393,2017,8327,574,65,0,-1402
1316,2024,2,3,saturday,1,59,801,5896,1485,1647,1394,414,5806,-1,65,0,90
1317,2024,2,2,friday,16,29,922,7453,2080,1801,1366,672,6973,64,67,0,480
1318,2024,2,2,friday,6,59,923,7048,1639,1805,1391,1331,7157,-1,69,0,-109
1319,2024,2,1,thursday,21,29,939,7732,2283,1865,1360,1236,7749,-1,68,0,-17
1320,2024,2,1,thursday,11,56,925,7322,1729,1835,1376,430,7057,694,68,0,265
1321,2024,2,1,thursday,2,24,1006,6146,1508,1844,1398,104,5925,-1,67,0,221
1322,2024,1,31,wednesday,8,59,1064,8335,2422,1878,1398,152,7235,251,70,0,1100
1323,2024,1,30,tuesday,16,48,1100,7539,2298,1843,1387,54,6825,69,70,0,714
1324,2024,1,30,tuesday,7,8,1030,7532,2349,1873,1399,893,7612,-1,69,0,-80
1325,2024,1,29,monday,13,59,889,7378,1640,1797,1353,1473,7802,580,71,0,-424
1326,2024,1,29,monday,4,30,856,5497,1567,1767,1397,1671,7328,-1,70,0,-1830
1327,2024,1,28,sunday,19,0,865,7099,2468,1830,1400,2194,8821,-1,64,0,-1722
1328,2024,1,28,sunday,9,30,885,6238,2241,1413,1401,659,6856,196,62,0,-618
1329,2024,1,27,saturday,23,59,959,5949,2173,1736,1401,844,7174,-1,64,0,-1226
1330,2024,1,27,saturday,14,29,856,6854,1888,1776,1398,389,6665,298,61,0,189
1331,2024,1,27,saturday,4,59,878,5880,1842,1766,1394,103,6041,-1,61,0,-161
1332,2024,1,26,friday,19,29,856,7948,2828,1841,1381,891,7858,-1,62,0,90
1333,2024,1,26,friday,9,59,840,7894,2475,1848,1315,844,7772,389,62,0,122
1334,2024,1,26,friday,0,29,882,6076,1677,1850,1384,1432,7283,0,59,0,-1207
1335,2024,1,25,thursday,14,59,819,7382,2026,1824,1319,1366,7792,373,60,0,-410
1336,2024,1,25,thursday,5,30,856,6044,1587,1750,1397,1300,6948,-1,59,0,-904
1337,2024,1,24,wednesday,19,59,931,7844,2646,1897,1400,1781,8715,-1,62,0,-871
1338,2024,1,24,wednesday,10,29,945,7889,2879,1923,1393,292,7754,259,61,0,135
1339,2024,1,24,wednesday,0,59,959,6354,1836,1904,1379,141,6279,-1,61,0,75
1340,2024,1,23,tuesday,15,29,978,7955,2529,1898,1360,493,7469,152,60,0,486
1341,2024,1,23,tuesday,6,0,894,6679,1941,1796,1396,786,6874,-1,63,0,-194
1342,2024,1,22,monday,20,29,970,8287,2780,1913,1364,381,7469,-1,62,0,818
1343,2024,1,22,monday,10,59,953,8296,3023,1891,1350,98,7642,273,56,0,654
1344,2024,1,22,monday,1,29,865,5881,1813,1800,1382,577,6497,-1,60,0,-616
1345,2024,1,21,sunday,15,59,886,6395,2163,1827,1385,373,6838,152,52,0,-443
1346,2024,1,21,sunday,6,26,884,5907,1783,1766,1380,334,6203,-1,58,0,-296
1347,2024,1,20,saturday,20,16,943,7558,2740,1851,1381,588,7563,-1,61,0,-5
1348,2024,1,20,saturday,10,46,897,7644,2759,1785,1381,1785,8777,111,60,0,-1133
1349,2024,1,20,saturday,1,16,873,6018,1758,1721,1379,2071,7861,-1,58,0,-1843
1350,2024,1,19,friday,15,46,873,7705,2504,1781,1364,469,7087,45,52,0,618
1351,2024,1,19,friday,6,16,829,6386,1465,1629,1391,2000,7366,-1,48,0,-980
1352,2024,1,18,thursday,20,47,903,7867,2365,1780,1360,1270,7735,0,57,0,132
1353,2024,1,18,thursday,11,8,983,8171,2262,1809,1341,1063,7644,128,57,0,527
1354,2024,1,18,thursday,1,39,877,5871,1274,1716,1392,1825,7142,-1,59,0,-1271
1355,2024,1,17,wednesday,16,8,893,7810,2351,1870,1398,934,7557,53,59,0,253
1356,2024,1,17,wednesday,6,38,880,6869,1576,1869,1400,169,5950,-1,58,0,919
1357,2024,1,16,tuesday,21,8,950,7923,2548,1859,1400,314,7131,-1,59,0,792
1358,2024,1,16,tuesday,11,37,743,7523,2124,1853,1400,546,7259,535,59,0,264
1359,2024,1,16,tuesday,2,8,848,5935,1317,1735,1388,1513,6865,-1,60,0,-930
1360,2024,1,15,monday,16,38,853,7950,1933,1859,1337,1503,7572,20,61,0,378
1361,2024,1,15,monday,7,8,876,7335,2034,1845,1397,708,6916,-1,59,0,418
1362,2024,1,14,sunday,21,38,887,6810,2376,1855,1397,1130,7704,-1,61,0,-894
1363,2024,1,14,sunday,12,8,830,6139,1653,1805,1396,1988,8369,629,63,0,-2230
1364,2024,1,14,sunday,2,38,887,5744,1318,1846,1399,1066,6575,-1,60,0,-831
1365,2024,1,13,saturday,17,8,954,7583,1842,1859,1400,1103,7223,3,62,0,361
1366,2024,1,13,saturday,7,38,926,6718,1361,1872,1404,861,6485,-1,62,0,233
1367,2024,1,12,friday,18,7,976,8436,2195,1855,1386,853,7326,-1,61,0,1111
1368,2024,1,12,friday,6,8,920,6639,1361,1852,1396,1092,6676,-1,56,0,-38
1369,2024,1,11,thursday,20,38,1026,8172,2196,1862,1388,1698,8228,0,59,0,-57
1370,2024,1,11,thursday,11,8,929,7839,1684,1847,1375,732,7285,667,52,0,554
1371,2024,1,11,thursday,1,39,945,6263,1339,1853,1390,1050,6632,-1,57,0,-369
1372,2024,1,10,wednesday,16,8,972,7748,1643,1847,1378,1176,7201,127,56,0,547
1373,2024,1,10,wednesday,6,38,874,7004,1396,1852,1388,1353,6919,0,56,0,85
1374,2024,1,9,tuesday,21,8,875,7881,2353,1903,1394,2202,8781,0,55,0,-899
1375,2024,1,9,tuesday,11,38,882,8251,2418,1894,1380,2218,9070,225,53,0,-819
1376,2024,1,9,tuesday,0,50,885,6155,1956,1849,1369,2142,8252,0,52,0,-2097
1377,2024,1,8,monday,14,47,878,8080,2279,1823,1345,2303,8748,65,56,0,-668
1378,2024,1,8,monday,4,38,837,5183,1470,1589,1394,2354,7699,-1,56,0,-2516
1379,2024,1,7,sunday,19,8,853,6819,2793,1782,1387,571,7439,-1,54,0,-620
1380,2024,1,7,sunday,9,40,864,5823,2612,1657,1370,1053,7662,53,53,0,-1839
1381,2024,1,7,sunday,0,8,890,5387,1634,1664,1388,1128,6759,-1,55,0,-1372
1382,2024,1,6,saturday,14,37,733,5824,2183,1607,1336,602,6654,141,52,0,-830
1383,2024,1,6,saturday,5,8,878,5324,1644,1660,1399,1351,6985,-1,53,0,-1661
1384,2024,1,5,friday,19,39,882,7534,2648,1733,1389,700,7408,-1,55,0,132
1385,2024,1,5,friday,9,59,736,6773,2384,1632,1383,1543,8192,461,53,0,-1420
1386,2024,1,5,friday,0,29,902,5689,1732,1709,1396,1663,7454,-1,53,0,-1766
1387,2024,1,4,thursday,14,48,899,6777,2372,1693,1367,713,7272,172,55,0,-495
1388,2024,1,3,wednesday,20,16,869,7146,2446,1481,1364,2386,8590,-1,42,0,-1444
1389,2024,1,3,wednesday,6,29,747,5365,1632,1420,1396,1028,6252,-2,31,0,-887
1390,2024,1,2,tuesday,20,59,865,6069,2546,1477,1392,363,6673,-1,31,0,-604
1391,2024,1,2,tuesday,11,29,840,5454,2423,1401,1388,131,6627,414,30,0,-1173
1392,2024,1,1,monday,23,59,714,4846,1535,1379,1395,2195,7248,-1,32,0,-2401
1393,2024,1,1,monday,14,30,728,4672,965,1406,1396,418,5187,243,32,0,-515
